STN,YYYYMMDD,    Q 
  260,20101231,  104
  260,20110101,  187
  260,20110102,  357
  260,20110103,  257
  260,20110104,  296
  260,20110105,  339
  260,20110106,   52
  260,20110107,   56
  260,20110108,  148
  260,20110109,  363
  260,20110110,  415
  260,20110111,   54
  260,20110112,   60
  260,20110113,   50
  260,20110114,   41
  260,20110115,   76
  260,20110116,  268
  260,20110117,   99
  260,20110118,  132
  260,20110119,  253
  260,20110120,  491
  260,20110121,  222
  260,20110122,  156
  260,20110123,   89
  260,20110124,  173
  260,20110125,  405
  260,20110126,  228
  260,20110127,  538
  260,20110128,  612
  260,20110129,  705
  260,20110130,  191
  260,20110131,  163
  260,20110201,  142
  260,20110202,  109
  260,20110203,  461
  260,20110204,   87
  260,20110205,  230
  260,20110206,  182
  260,20110207,  411
  260,20110208,  717
  260,20110209,  658
  260,20110210,  260
  260,20110211,  109
  260,20110212,  140
  260,20110213,  401
  260,20110214,  194
  260,20110215,  581
  260,20110216,  780
  260,20110217,  866
  260,20110218,   98
  260,20110219,  468
  260,20110220,  524
  260,20110221,  966
  260,20110222,  971
  260,20110223,  390
  260,20110224,  201
  260,20110225,  161
  260,20110226,  200
  260,20110227,  128
  260,20110228,   92
  260,20110301,  305
  260,20110302, 1144
  260,20110303, 1146
  260,20110304, 1203
  260,20110305,  374
  260,20110306, 1180
  260,20110307, 1324
  260,20110308, 1327
  260,20110309,  545
  260,20110310,  280
  260,20110311, 1013
  260,20110312,  989
  260,20110313,  470
  260,20110314,  635
  260,20110315, 1100
  260,20110316, 1086
  260,20110317,  417
  260,20110318,  490
  260,20110319, 1528
  260,20110320, 1445
  260,20110321, 1559
  260,20110322, 1469
  260,20110323, 1413
  260,20110324, 1583
  260,20110325, 1239
  260,20110326,  605
  260,20110327, 1774
  260,20110328, 1001
  260,20110329, 1758
  260,20110330,  777
  260,20110331,  315
  260,20110401,  551
  260,20110402, 1564
  260,20110403,  832
  260,20110404, 1267
  260,20110405,  413
  260,20110406, 1174
  260,20110407, 1249
  260,20110408, 1857
  260,20110409, 1905
  260,20110410, 1900
  260,20110411, 1863
  260,20110412, 1505
  260,20110413, 1678
  260,20110414,  760
  260,20110415, 1869
  260,20110416, 1270
  260,20110417, 1353
  260,20110418, 2137
  260,20110419, 2113
  260,20110420, 2132
  260,20110421, 2038
  260,20110422, 1897
  260,20110423, 2137
  260,20110424, 1943
  260,20110425, 2311
  260,20110426, 2085
  260,20110427, 1581
  260,20110428, 1517
  260,20110429, 1911
  260,20110430, 2274
  260,20110501, 2555
  260,20110502, 2476
  260,20110503, 2622
  260,20110504, 2051
  260,20110505, 2333
  260,20110506, 2116
  260,20110507, 2261
  260,20110508, 2012
  260,20110509, 1150
  260,20110510, 1451
  260,20110511, 2438
  260,20110512, 1777
  260,20110513, 1839
  260,20110514, 2118
  260,20110515, 1802
  260,20110516,  599
  260,20110517,  987
  260,20110518,  877
  260,20110519, 1055
  260,20110520, 2388
  260,20110521, 2718
  260,20110522, 1397
  260,20110523, 2590
  260,20110524, 2682
  260,20110525, 2737
  260,20110526, 1139
  260,20110527, 1579
  260,20110528, 1314
  260,20110529, 1381
  260,20110530, 2618
  260,20110531, 1106
  260,20110601, 2977
  260,20110602, 2874
  260,20110603, 2768
  260,20110604, 2619
  260,20110605, 1348
  260,20110606,  977
  260,20110607, 1726
  260,20110608, 1901
  260,20110609, 2048
  260,20110610, 1718
  260,20110611, 1896
  260,20110612, 2373
  260,20110613,  917
  260,20110614, 2483
  260,20110615, 1444
  260,20110616,  698
  260,20110617, 1563
  260,20110618, 1372
  260,20110619, 1046
  260,20110620, 2154
  260,20110621, 1323
  260,20110622,  937
  260,20110623, 1779
  260,20110624, 1867
  260,20110625,  442
  260,20110626, 2144
  260,20110627, 2909
  260,20110628, 1871
  260,20110629, 1548
  260,20110630, 2518
  260,20110701, 1997
  260,20110702, 1547
  260,20110703, 2639
  260,20110704, 2642
  260,20110705, 2706
  260,20110706, 1652
  260,20110707, 1896
  260,20110708, 1832
  260,20110709, 1453
  260,20110710, 2414
  260,20110711, 2135
  260,20110712, 1708
  260,20110713,  417
  260,20110714,  299
  260,20110715, 2543
  260,20110716,  949
  260,20110717, 1699
  260,20110718,  601
  260,20110719, 2193
  260,20110720, 1591
  260,20110721, 1242
  260,20110722, 1845
  260,20110723, 1496
  260,20110724,  435
  260,20110725, 1501
  260,20110726,  891
  260,20110727, 1365
  260,20110728, 1642
  260,20110729, 1183
  260,20110730,  675
  260,20110731,  973
  260,20110801, 2577
  260,20110802, 2272
  260,20110803,  763
  260,20110804, 1832
  260,20110805, 1646
  260,20110806, 1189
  260,20110807, 1837
  260,20110808, 1492
  260,20110809, 1635
  260,20110810, 1412
  260,20110811, 1031
  260,20110812, 1115
  260,20110813,  581
  260,20110814, 1047
  260,20110815, 2238
  260,20110816, 1494
  260,20110817, 1524
  260,20110818,  834
  260,20110819, 1752
  260,20110820, 1869
  260,20110821, 1330
  260,20110822, 1210
  260,20110823,  863
  260,20110824,  589
  260,20110825, 1457
  260,20110826,  596
  260,20110827, 1135
  260,20110828,  756
  260,20110829, 1074
  260,20110830,  819
  260,20110831,  997
  260,20110901, 1754
  260,20110902, 1707
  260,20110903, 1720
  260,20110904,  811
  260,20110905, 1348
  260,20110906,  515
  260,20110907,  758
  260,20110908,  398
  260,20110909,  444
  260,20110910, 1121
  260,20110911,  839
  260,20110912,  529
  260,20110913, 1400
  260,20110914, 1090
  260,20110915, 1254
  260,20110916, 1329
  260,20110917,  492
  260,20110918, 1198
  260,20110919, 1154
  260,20110920,  736
  260,20110921,  529
  260,20110922, 1165
  260,20110923, 1018
  260,20110924, 1378
  260,20110925, 1365
  260,20110926, 1043
  260,20110927,  866
  260,20110928, 1417
  260,20110929, 1376
  260,20110930, 1374
  260,20111001, 1246
  260,20111002, 1282
  260,20111003, 1052
  260,20111004,  627
  260,20111005,  350
  260,20111006,  669
  260,20111007,  799
  260,20111008,  785
  260,20111009,  356
  260,20111010,  378
  260,20111011,  143
  260,20111012,  186
  260,20111013,  851
  260,20111014, 1092
  260,20111015, 1118
  260,20111016, 1082
  260,20111017,  559
  260,20111018,  481
  260,20111019,  692
  260,20111020,  695
  260,20111021,  908
  260,20111022,  934
  260,20111023,  904
  260,20111024,  894
  260,20111025,  252
  260,20111026,  550
  260,20111027,  677
  260,20111028,  487
  260,20111029,  330
  260,20111030,  208
  260,20111031,  626
  260,20111101,  648
  260,20111102,  456
  260,20111103,  270
  260,20111104,  619
  260,20111105,  463
  260,20111106,  156
  260,20111107,   80
  260,20111108,  509
  260,20111109,  426
  260,20111110,  301
  260,20111111,  236
  260,20111112,  505
  260,20111113,  474
  260,20111114,  558
  260,20111115,  422
  260,20111116,  541
  260,20111117,  139
  260,20111118,  320
  260,20111119,  454
  260,20111120,  206
  260,20111121,  173
  260,20111122,  409
  260,20111123,  141
  260,20111124,  323
  260,20111125,   75
  260,20111126,  311
  260,20111127,  137
  260,20111128,  409
  260,20111129,  248
  260,20111130,  390
  260,20111201,  118
  260,20111202,  266
  260,20111203,  112
  260,20111204,  160
  260,20111205,  248
  260,20111206,  290
  260,20111207,  201
  260,20111208,   98
  260,20111209,  315
  260,20111210,  269
  260,20111211,  202
  260,20111212,  303
  260,20111213,  133
  260,20111214,  148
  260,20111215,   83
  260,20111216,   93
  260,20111217,  314
  260,20111218,  195
  260,20111219,  284
  260,20111220,  288
  260,20111221,   64
  260,20111222,   78
  260,20111223,   53
  260,20111224,  288
  260,20111225,  129
  260,20111226,  142
  260,20111227,  105
  260,20111228,   54
  260,20111229,  115
  260,20111230,  272
  260,20111231,   67
  260,20120101,   80
  260,20120102,  261
  260,20120103,   59
  260,20120104,  200
  260,20120105,  158
  260,20120106,  217
  260,20120107,  148
  260,20120108,  120
  260,20120109,  121
  260,20120110,  228
  260,20120111,   75
  260,20120112,  115
  260,20120113,  384
  260,20120114,  341
  260,20120115,  322
  260,20120116,  406
  260,20120117,  410
  260,20120118,  136
  260,20120119,  117
  260,20120120,  218
  260,20120121,  146
  260,20120122,  159
  260,20120123,  384
  260,20120124,  208
  260,20120125,  200
  260,20120126,   80
  260,20120127,  478
  260,20120128,  503
  260,20120129,  162
  260,20120130,   71
  260,20120131,  571
  260,20120201,  646
  260,20120202,  667
  260,20120203,  204
  260,20120204,  899
  260,20120205,  606
  260,20120206,  714
  260,20120207,  721
  260,20120208,  558
  260,20120209,  212
  260,20120210,  868
  260,20120211,  794
  260,20120212,  293
  260,20120213,  334
  260,20120214,  352
  260,20120215,  279
  260,20120216,  311
  260,20120217,  422
  260,20120218,  182
  260,20120219,  638
  260,20120220,  912
  260,20120221,  453
  260,20120222,  611
  260,20120223,  467
  260,20120224,  199
  260,20120225, 1006
  260,20120226,  398
  260,20120227,  350
  260,20120228,  181
  260,20120229,  221
  260,20120301,  244
  260,20120302,  790
  260,20120303,  364
  260,20120304,  464
  260,20120305,  287
  260,20120306,  688
  260,20120307,  205
  260,20120308,  814
  260,20120309,  637
  260,20120310,  381
  260,20120311, 1212
  260,20120312,  948
  260,20120313,  285
  260,20120314,  429
  260,20120315, 1417
  260,20120316,  793
  260,20120317,  851
  260,20120318,  469
  260,20120319, 1442
  260,20120320, 1395
  260,20120321, 1526
  260,20120322, 1587
  260,20120323, 1594
  260,20120324, 1474
  260,20120325, 1606
  260,20120326, 1712
  260,20120327, 1583
  260,20120328, 1717
  260,20120329,  795
  260,20120330,  375
  260,20120331,  791
  260,20120401, 1268
  260,20120402, 1048
  260,20120403, 1240
  260,20120404,  381
  260,20120405, 1131
  260,20120406, 1748
  260,20120407,  887
  260,20120408, 1570
  260,20120409,  415
  260,20120410,  639
  260,20120411, 1306
  260,20120412, 1009
  260,20120413,  880
  260,20120414, 1784
  260,20120415,  968
  260,20120416, 1663
  260,20120417, 1002
  260,20120418, 1236
  260,20120419, 1057
  260,20120420, 1028
  260,20120421, 1099
  260,20120422, 1379
  260,20120423, 1273
  260,20120424, 1597
  260,20120425, 1061
  260,20120426,  944
  260,20120427, 1419
  260,20120428,  426
  260,20120429, 1006
  260,20120430, 2097
  260,20120501, 1156
  260,20120502, 1450
  260,20120503,  540
  260,20120504,  550
  260,20120505,  754
  260,20120506, 1745
  260,20120507, 2224
  260,20120508,  773
  260,20120509,  973
  260,20120510,  753
  260,20120511, 1313
  260,20120512, 1980
  260,20120513, 2016
  260,20120514, 2499
  260,20120515,  906
  260,20120516, 2151
  260,20120517, 2234
  260,20120518, 1321
  260,20120519, 1968
  260,20120520, 1494
  260,20120521, 2023
  260,20120522, 2464
  260,20120523, 2254
  260,20120524, 2631
  260,20120525, 2873
  260,20120526, 2879
  260,20120527, 2798
  260,20120528, 2869
  260,20120529, 1245
  260,20120530, 2235
  260,20120531,  651
  260,20120601, 1380
  260,20120602, 2623
  260,20120603,  444
  260,20120604,  725
  260,20120605, 1720
  260,20120606, 1231
  260,20120607, 1406
  260,20120608, 2031
  260,20120609,  786
  260,20120610, 2273
  260,20120611, 1166
  260,20120612, 1140
  260,20120613, 1581
  260,20120614, 2453
  260,20120615,  782
  260,20120616, 1980
  260,20120617, 1732
  260,20120618, 1418
  260,20120619, 2226
  260,20120620, 1926
  260,20120621, 1616
  260,20120622, 1751
  260,20120623, 1874
  260,20120624,  787
  260,20120625, 1610
  260,20120626, 2206
  260,20120627,  693
  260,20120628, 1915
  260,20120629, 1618
  260,20120630, 2297
  260,20120701, 1924
  260,20120702, 2286
  260,20120703, 1665
  260,20120704, 1945
  260,20120705, 2108
  260,20120706, 1435
  260,20120707, 2136
  260,20120708,  805
  260,20120709, 1157
  260,20120710, 1567
  260,20120711, 1659
  260,20120712, 1977
  260,20120713, 1081
  260,20120714, 1122
  260,20120715, 1639
  260,20120716,  881
  260,20120717, 1216
  260,20120718, 1409
  260,20120719, 1426
  260,20120720, 1922
  260,20120721, 1482
  260,20120722, 2723
  260,20120723, 2687
  260,20120724, 2727
  260,20120725, 2602
  260,20120726, 2613
  260,20120727, 1867
  260,20120728, 1269
  260,20120729, 2045
  260,20120730, 2081
  260,20120731,  908
  260,20120801, 2231
  260,20120802, 1351
  260,20120803, 2072
  260,20120804, 1897
  260,20120805, 1463
  260,20120806, 1272
  260,20120807,  895
  260,20120808, 1407
  260,20120809, 2108
  260,20120810, 2303
  260,20120811, 1539
  260,20120812, 2368
  260,20120813, 1423
  260,20120814, 1336
  260,20120815, 1844
  260,20120816, 1919
  260,20120817, 1839
  260,20120818, 2194
  260,20120819, 1980
  260,20120820, 1786
  260,20120821, 1489
  260,20120822, 1804
  260,20120823, 1691
  260,20120824, 1516
  260,20120825, 1231
  260,20120826, 1068
  260,20120827, 1851
  260,20120828, 1308
  260,20120829, 1841
  260,20120830, 1316
  260,20120831,  910
  260,20120901, 1810
  260,20120902,  877
  260,20120903, 1777
  260,20120904, 1823
  260,20120905, 1225
  260,20120906, 1120
  260,20120907, 1648
  260,20120908, 1637
  260,20120909, 1794
  260,20120910, 1128
  260,20120911,  743
  260,20120912, 1431
  260,20120913,  931
  260,20120914,  462
  260,20120915,  968
  260,20120916,  981
  260,20120917,  967
  260,20120918,  976
  260,20120919,  964
  260,20120920,  549
  260,20120921,  802
  260,20120922, 1338
  260,20120923,  757
  260,20120924,  580
  260,20120925, 1067
  260,20120926,  649
  260,20120927,  603
  260,20120928,  872
  260,20120929, 1082
  260,20120930, 1321
  260,20121001,  979
  260,20121002,  864
  260,20121003,  341
  260,20121004,  777
  260,20121005,  539
  260,20121006,  708
  260,20121007, 1116
  260,20121008,  779
  260,20121009,  954
  260,20121010,  875
  260,20121011, 1103
  260,20121012,  382
  260,20121013,  282
  260,20121014,  732
  260,20121015,  793
  260,20121016,  585
  260,20121017,  363
  260,20121018,  220
  260,20121019,  692
  260,20121020,  306
  260,20121021,  243
  260,20121022,  750
  260,20121023,  549
  260,20121024,  289
  260,20121025,  273
  260,20121026,  474
  260,20121027,  792
  260,20121028,  625
  260,20121029,  203
  260,20121030,  321
  260,20121031,  562
  260,20121101,  144
  260,20121102,  422
  260,20121103,  182
  260,20121104,  295
  260,20121105,  456
  260,20121106,  536
  260,20121107,  156
  260,20121108,  204
  260,20121109,  188
  260,20121110,  105
  260,20121111,  466
  260,20121112,  236
  260,20121113,  149
  260,20121114,  542
  260,20121115,  221
  260,20121116,  137
  260,20121117,  164
  260,20121118,  249
  260,20121119,  180
  260,20121120,  371
  260,20121121,  259
  260,20121122,  460
  260,20121123,   86
  260,20121124,  178
  260,20121125,  195
  260,20121126,  215
  260,20121127,  183
  260,20121128,  302
  260,20121129,  334
  260,20121130,  361
  260,20121201,  163
  260,20121202,  235
  260,20121203,   52
  260,20121204,  109
  260,20121205,  221
  260,20121206,  388
  260,20121207,   82
  260,20121208,  546
  260,20121209,  101
  260,20121210,  112
  260,20121211,  334
  260,20121212,  169
  260,20121213,  166
  260,20121214,  125
  260,20121215,  148
  260,20121216,   96
  260,20121217,   76
  260,20121218,  104
  260,20121219,   87
  260,20121220,  129
  260,20121221,   86
  260,20121222,   51
  260,20121223,  110
  260,20121224,   99
  260,20121225,  126
  260,20121226,  172
  260,20121227,  134
  260,20121228,  112
  260,20121229,  196
  260,20121230,  239
  260,20121231,   83
  260,20130101,  148
  260,20130102,  292
  260,20130103,  102
  260,20130104,   61
  260,20130105,   37
  260,20130106,  166
  260,20130107,   45
  260,20130108,  116
  260,20130109,   54
  260,20130110,  229
  260,20130111,  273
  260,20130112,  353
  260,20130113,  452
  260,20130114,  428
  260,20130115,  182
  260,20130116,  444
  260,20130117,  168
  260,20130118,  303
  260,20130119,  229
  260,20130120,  145
  260,20130121,  110
  260,20130122,  402
  260,20130123,  216
  260,20130124,  617
  260,20130125,  534
  260,20130126,  150
  260,20130127,   94
  260,20130128,  470
  260,20130129,  121
  260,20130130,  306
  260,20130131,  263
  260,20130201,  114
  260,20130202,  557
  260,20130203,  263
  260,20130204,  550
  260,20130205,  475
  260,20130206,  671
  260,20130207,  561
  260,20130208,  552
  260,20130209,  173
  260,20130210,  734
  260,20130211,  416
  260,20130212,  269
  260,20130213,  540
  260,20130214,  175
  260,20130215,  523
  260,20130216,  313
  260,20130217,  602
  260,20130218,  753
  260,20130219,  277
  260,20130220,  679
  260,20130221,  464
  260,20130222,  561
  260,20130223,  356
  260,20130224,  227
  260,20130225,  187
  260,20130226,  535
  260,20130227,  226
  260,20130228,  833
  260,20130301,  362
  260,20130302,  485
  260,20130303,  277
  260,20130304, 1290
  260,20130305, 1226
  260,20130306,  632
  260,20130307,  539
  260,20130308,  758
  260,20130309,  160
  260,20130310,  189
  260,20130311,  378
  260,20130312,  995
  260,20130313, 1042
  260,20130314, 1181
  260,20130315,  496
  260,20130316,  640
  260,20130317,  538
  260,20130318, 1159
  260,20130319,  590
  260,20130320,  659
  260,20130321, 1033
  260,20130322, 1190
  260,20130323,  933
  260,20130324,  951
  260,20130325, 1503
  260,20130326, 1817
  260,20130327, 1826
  260,20130328, 1077
  260,20130329,  487
  260,20130330,  932
  260,20130331,  899
  260,20130401, 1653
  260,20130402, 1996
  260,20130403, 1662
  260,20130404,  433
  260,20130405, 1001
  260,20130406, 1492
  260,20130407, 1938
  260,20130408, 1558
  260,20130409,  923
  260,20130410, 1051
  260,20130411,  392
  260,20130412,  915
  260,20130413, 1164
  260,20130414, 1373
  260,20130415, 1066
  260,20130416, 1070
  260,20130417, 1239
  260,20130418, 2135
  260,20130419, 1032
  260,20130420, 2398
  260,20130421, 1737
  260,20130422, 2071
  260,20130423,  746
  260,20130424, 2051
  260,20130425, 1678
  260,20130426,  256
  260,20130427, 1906
  260,20130428, 2060
  260,20130429, 1647
  260,20130430, 1905
  260,20130501, 2391
  260,20130502, 1026
  260,20130503, 2415
  260,20130504, 2221
  260,20130505, 1880
  260,20130506, 2421
  260,20130507, 1527
  260,20130508, 1392
  260,20130509, 2319
  260,20130510,  720
  260,20130511,  865
  260,20130512, 1311
  260,20130513,  813
  260,20130514, 1040
  260,20130515, 1545
  260,20130516,  397
  260,20130517,  307
  260,20130518,  587
  260,20130519, 1872
  260,20130520,  378
  260,20130521,  301
  260,20130522, 1004
  260,20130523, 1547
  260,20130524, 1998
  260,20130525, 1920
  260,20130526, 1332
  260,20130527, 2735
  260,20130528, 2630
  260,20130529,  409
  260,20130530, 1166
  260,20130531, 2700
  260,20130601, 1251
  260,20130602, 2747
  260,20130603, 1503
  260,20130604, 2807
  260,20130605, 2512
  260,20130606, 2787
  260,20130607, 2895
  260,20130608, 2811
  260,20130609, 1821
  260,20130610, 1799
  260,20130611, 1935
  260,20130612,  992
  260,20130613,  953
  260,20130614, 1964
  260,20130615, 2200
  260,20130616, 1944
  260,20130617, 2027
  260,20130618, 2290
  260,20130619, 1475
  260,20130620,  903
  260,20130621,  465
  260,20130622, 1071
  260,20130623, 1108
  260,20130624, 1264
  260,20130625, 1546
  260,20130626, 1832
  260,20130627, 1275
  260,20130628,  792
  260,20130629, 1685
  260,20130630, 1840
  260,20130701, 1538
  260,20130702, 1882
  260,20130703,  959
  260,20130704, 1783
  260,20130705, 1874
  260,20130706, 2540
  260,20130707, 2865
  260,20130708, 2805
  260,20130709, 2826
  260,20130710, 1568
  260,20130711, 1098
  260,20130712, 1270
  260,20130713, 2185
  260,20130714, 1616
  260,20130715, 2754
  260,20130716, 2238
  260,20130717, 1989
  260,20130718, 2748
  260,20130719, 2620
  260,20130720, 1297
  260,20130721, 2713
  260,20130722, 2410
  260,20130723, 2421
  260,20130724, 1653
  260,20130725, 2077
  260,20130726, 1273
  260,20130727, 1377
  260,20130728, 1766
  260,20130729, 2079
  260,20130730, 1177
  260,20130731, 1230
  260,20130801, 2566
  260,20130802, 2296
  260,20130803, 1930
  260,20130804, 2194
  260,20130805, 2177
  260,20130806, 1610
  260,20130807,  496
  260,20130808, 2360
  260,20130809, 1652
  260,20130810, 1378
  260,20130811, 1563
  260,20130812, 1425
  260,20130813, 1881
  260,20130814, 1752
  260,20130815, 1092
  260,20130816, 1485
  260,20130817, 1676
  260,20130818, 1573
  260,20130819, 1577
  260,20130820, 1238
  260,20130821, 1708
  260,20130822, 1047
  260,20130823, 2017
  260,20130824, 1181
  260,20130825,  898
  260,20130826, 2073
  260,20130827, 1899
  260,20130828, 1478
  260,20130829, 1680
  260,20130830, 1536
  260,20130831, 1411
  260,20130901, 1061
  260,20130902,  807
  260,20130903, 1027
  260,20130904, 1472
  260,20130905, 1872
  260,20130906, 1388
  260,20130907,  496
  260,20130908, 1023
  260,20130909, 1011
  260,20130910,  766
  260,20130911, 1205
  260,20130912, 1083
  260,20130913,  856
  260,20130914,  514
  260,20130915, 1182
  260,20130916, 1353
  260,20130917,  816
  260,20130918,  680
  260,20130919,  774
  260,20130920,  563
  260,20130921,  947
  260,20130922,  710
  260,20130923,  795
  260,20130924,  571
  260,20130925,  545
  260,20130926, 1038
  260,20130927, 1448
  260,20130928, 1461
  260,20130929, 1413
  260,20130930, 1410
  260,20131001, 1370
  260,20131002, 1049
  260,20131003, 1178
  260,20131004,  761
  260,20131005,  809
  260,20131006,  635
  260,20131007,  915
  260,20131008,  524
  260,20131009,  506
  260,20131010,  966
  260,20131011,  103
  260,20131012,  707
  260,20131013,   75
  260,20131014,  126
  260,20131015,  320
  260,20131016,  610
  260,20131017,  748
  260,20131018,  292
  260,20131019,  646
  260,20131020,  656
  260,20131021,  385
  260,20131022,  802
  260,20131023,  501
  260,20131024,  884
  260,20131025,  208
  260,20131026,  658
  260,20131027,  424
  260,20131028,  401
  260,20131029,  539
  260,20131030,  705
  260,20131031,  403
  260,20131101,  189
  260,20131102,  149
  260,20131103,  239
  260,20131104,  214
  260,20131105,  167
  260,20131106,  181
  260,20131107,  212
  260,20131108,  422
  260,20131109,  517
  260,20131110,  475
  260,20131111,  402
  260,20131112,   81
  260,20131113,  494
  260,20131114,  114
  260,20131115,  529
  260,20131116,  188
  260,20131117,  114
  260,20131118,  130
  260,20131119,  234
  260,20131120,  275
  260,20131121,  335
  260,20131122,  144
  260,20131123,  257
  260,20131124,  226
  260,20131125,  331
  260,20131126,  213
  260,20131127,  180
  260,20131128,  151
  260,20131129,   65
  260,20131130,  274
  260,20131201,  236
  260,20131202,  331
  260,20131203,  375
  260,20131204,   86
  260,20131205,   68
  260,20131206,  200
  260,20131207,  130
  260,20131208,  178
  260,20131209,  240
  260,20131210,  383
  260,20131211,  322
  260,20131212,  350
  260,20131213,  236
  260,20131214,  215
  260,20131215,  150
  260,20131216,  271
  260,20131217,   75
  260,20131218,  178
  260,20131219,  223
  260,20131220,  341
  260,20131221,   53
  260,20131222,  130
  260,20131223,  216
  260,20131224,   35
  260,20131225,  258
  260,20131226,  163
  260,20131227,   38
  260,20131228,  274
  260,20131229,  314
  260,20131230,  243
  260,20131231,  197
  260,20140101,  235
  260,20140102,  134
  260,20140103,  183
  260,20140104,  174
  260,20140105,  350
  260,20140106,  183
  260,20140107,  166
  260,20140108,  195
  260,20140109,   91
  260,20140110,  381
  260,20140111,  171
  260,20140112,  412
  260,20140113,  328
  260,20140114,  121
  260,20140115,   77
  260,20140116,   87
  260,20140117,  180
  260,20140118,  351
  260,20140119,  253
  260,20140120,   56
  260,20140121,   83
  260,20140122,  317
  260,20140123,   73
  260,20140124,  178
  260,20140125,  244
  260,20140126,  248
  260,20140127,  241
  260,20140128,  363
  260,20140129,  395
  260,20140130,  381
  260,20140131,  554
  260,20140201,  195
  260,20140202,  512
  260,20140203,  678
  260,20140204,  454
  260,20140205,  517
  260,20140206,  391
  260,20140207,   84
  260,20140208,  146
  260,20140209,  195
  260,20140210,  350
  260,20140211,  485
  260,20140212,  626
  260,20140213,  255
  260,20140214,  367
  260,20140215,  448
  260,20140216,  873
  260,20140217,  441
  260,20140218,  358
  260,20140219,  441
  260,20140220,  153
  260,20140221,  671
  260,20140222,  522
  260,20140223,  768
  260,20140224,  906
  260,20140225,  423
  260,20140226,  718
  260,20140227,  334
  260,20140228,  564
  260,20140301,  539
  260,20140302, 1107
  260,20140303,  333
  260,20140304,  945
  260,20140305, 1028
  260,20140306,  747
  260,20140307,  712
  260,20140308, 1278
  260,20140309, 1365
  260,20140310, 1322
  260,20140311, 1094
  260,20140312, 1381
  260,20140313, 1340
  260,20140314, 1030
  260,20140315,  824
  260,20140316,  700
  260,20140317,  555
  260,20140318,  216
  260,20140319, 1284
  260,20140320, 1624
  260,20140321,  642
  260,20140322,  921
  260,20140323, 1075
  260,20140324, 1569
  260,20140325, 1258
  260,20140326, 1007
  260,20140327, 1528
  260,20140328, 1691
  260,20140329, 1626
  260,20140330, 1292
  260,20140331, 1314
  260,20140401, 1442
  260,20140402, 1406
  260,20140403, 1619
  260,20140404,  446
  260,20140405, 1268
  260,20140406,  633
  260,20140407, 1206
  260,20140408, 1154
  260,20140409, 1930
  260,20140410,  844
  260,20140411, 1356
  260,20140412, 1614
  260,20140413, 1669
  260,20140414, 1634
  260,20140415, 1353
  260,20140416, 2232
  260,20140417, 1666
  260,20140418, 1599
  260,20140419, 1988
  260,20140420, 1774
  260,20140421,  881
  260,20140422, 1582
  260,20140423, 1961
  260,20140424, 1460
  260,20140425, 2060
  260,20140426, 1604
  260,20140427,  942
  260,20140428, 1241
  260,20140429,  871
  260,20140430, 1273
  260,20140501, 1575
  260,20140502,  975
  260,20140503, 2311
  260,20140504, 1716
  260,20140505, 2294
  260,20140506, 1089
  260,20140507, 1225
  260,20140508,  537
  260,20140509, 1303
  260,20140510,  553
  260,20140511,  672
  260,20140512, 1312
  260,20140513, 1825
  260,20140514, 1769
  260,20140515, 2118
  260,20140516, 2770
  260,20140517, 2698
  260,20140518, 2461
  260,20140519, 2672
  260,20140520, 2285
  260,20140521, 1442
  260,20140522, 2266
  260,20140523, 1945
  260,20140524, 1925
  260,20140525, 2393
  260,20140526,  921
  260,20140527,  573
  260,20140528,  278
  260,20140529,  457
  260,20140530, 2002
  260,20140531, 2341
  260,20140601, 2726
  260,20140602, 2005
  260,20140603, 1650
  260,20140604, 1241
  260,20140605, 1739
  260,20140606, 2946
  260,20140607, 2118
  260,20140608, 2041
  260,20140609, 1767
  260,20140610, 1975
  260,20140611, 2879
  260,20140612, 2642
  260,20140613, 2637
  260,20140614, 1720
  260,20140615, 2388
  260,20140616, 1172
  260,20140617, 1564
  260,20140618, 1568
  260,20140619,  630
  260,20140620, 1510
  260,20140621, 2188
  260,20140622, 2706
  260,20140623, 2487
  260,20140624, 1986
  260,20140625, 1863
  260,20140626, 2476
  260,20140627, 1441
  260,20140628, 1545
  260,20140629, 2295
  260,20140630, 1733
  260,20140701, 2266
  260,20140702, 2559
  260,20140703, 2619
  260,20140704, 2034
  260,20140705, 1107
  260,20140706, 1158
  260,20140707, 2396
  260,20140708,  431
  260,20140709,  235
  260,20140710, 2334
  260,20140711, 1978
  260,20140712, 1801
  260,20140713, 1443
  260,20140714, 1855
  260,20140715, 1124
  260,20140716, 2457
  260,20140717, 2177
  260,20140718, 2583
  260,20140719, 2216
  260,20140720, 1473
  260,20140721,  494
  260,20140722, 2684
  260,20140723, 2685
  260,20140724, 2410
  260,20140725,  855
  260,20140726, 1618
  260,20140727, 1837
  260,20140728, 1238
  260,20140729, 1947
  260,20140730, 2021
  260,20140731, 2195
  260,20140801, 2179
  260,20140802, 1549
  260,20140803, 1909
  260,20140804, 1824
  260,20140805, 2193
  260,20140806,  778
  260,20140807, 1311
  260,20140808,  898
  260,20140809, 1873
  260,20140810,  833
  260,20140811, 1889
  260,20140812, 1966
  260,20140813, 1917
  260,20140814, 1313
  260,20140815, 1816
  260,20140816, 1351
  260,20140817,  500
  260,20140818, 1543
  260,20140819, 1393
  260,20140820, 1546
  260,20140821, 1563
  260,20140822, 1029
  260,20140823, 1629
  260,20140824, 1626
  260,20140825,  724
  260,20140826,  626
